 6/25/2018,Formulation Production  Deviation Report By Completion Date,,,,,,,,,,,,,,,,,,,,
Number,ScheduleDate,IssueDate,CompletionDate,BatchNo,FormCode,name,Colour,ScheduleMass,Schedule Vol,ScheduledBulkMass,SG,SchedMassCost,ActualSg,ActualMass,Actual Vol,UnitCost,OHMass,StdVolCost,ActVolCost,actualcost,Loss %
40279, 4/24/2018, 4/24/2018, 4/25/2018,234/40279,39-802,REFILL (Z307) FDE BLUE 15:3,FTO REFILL-Z307 BLUE 15.3,240,250,0,0.96,22.38891669,0.913,228.25,250,22.48683812,0,21.4934,20.5305,5132.63,4.895833333
39757, 2/09/2018, 4/01/2018, 4/26/2018,234/39757,Z13-903,INT:EPP15 CORRO 3 ETCH PRIMER:BLACK SHEEN JAR MILL @,BLACK SHEEN,60.797,65,37.297,0.94,20.59870867,0.94,47,50,21.73846383,0,19.3628,20.4342,1021.71,22.69355396
39851, 2/23/2018, 4/01/2018, 4/26/2018,LAB/234/39851,12-529E,ZPP ES E95/SAB RFU:GREEN LEAF R6002 LS55/50 BALLMILL 7 YY,ES GREEN LEAF RAL6002,4,4,4,1.04,21.63767892,1.04,4.003,4,20.54808644,0,22.5032,21.37,85.48,-0.075
40004, 3/15/2018, 4/01/2018, 4/26/2018,LAB/234/40004,Z305,INT:FDE GREEN IS227 LS25/35 BALLMILL 2 YY,GREEN IS227,4.221,4,4.221,1.01,22.41236035,0.966,4.221,4,22.88342573,0,22.6365,22.1054,88.42,4.21E-14
40164, 4/10/2018, 4/10/2018, 4/26/2018,DE/234/40164,39-5071,CT-FDE:GREEN LT BRUNS H07 SANS-NCS S5540-G30Y @,MTO TINT-GREEN LT BRUNS H07 SANS-NCS S5540-G30Y,98.01,98,-1.99,1,21.49272906,0.92,92,100,23.98061928,0,21.4927,22.0622,2206.22,6.132027344
40203, 4/16/2018, 4/16/2018, 4/26/2018,234/40203,12-361,FPW15 MATT:REDOX 130 LS25 24m 14v BALLMILL 9 @,REDOX 130 24m 14v,2073.48,2073,8.48,1,12.0789052,0.978,2064.558,2111,11.81813977,0,12.0789,11.5581,24399.15,0.430291105
40207, 4/16/2018, 4/16/2018, 4/26/2018,DE/234/40207,39-6014,CT-FDE:RED GRIMME @,MTO TINT-RED GRIMME,245.62,251,0.62,0.98,29.00644638,0.955,262.625,275,26.37243278,0,28.4263,25.1857,6926.07,-6.923296149
40221, 4/16/2018, 4/16/2018, 4/26/2018,DE/234/40221,31-4013,CT-SGE:YELLOW GOLDEN B49 SANS-NCS S1070-Y20R @,MTO TINT-YELLOW GOLDEN B49 SANS-NCS S1070-Y20R,377.101,366,-3.999,1.03,23.15948695,0.993,372.375,375,20.251293,0,23.8543,20.1095,7541.06,1.253245152
40235, 4/18/2018, 4/18/2018, 4/26/2018,234/40235,31-902,REFILL (Z213) SGE:BLACK,FTO REFILL-Z213 BLACK,465,500,0,0.93,17.31164265,0.923,484.575,525,16.52927101,0,16.0998,15.2565,8009.66,-4.209677419
40242, 4/19/2018, 4/19/2018, 4/26/2018,234/40242,Z002,INT:BLEND X7B B/T/X,CLEAR,11209,14011,11209,0.8,11.86490023,0.802,11147.8,13900,11.81073665,0,9.4919,9.4722,131663.58,0.54598983
40253, 4/20/2018, 4/20/2018, 4/26/2018,234/40253,15-001,DIPPING VARNISH CLEAR LS25 SLOW-SPEED @,CLEAR 13 SEC,1041.3,1197,-2.7,0.87,14.68690901,0.836,1003.2,1200,15.41376435,0,12.7776,12.8859,15463.08,3.658887929
40260, 4/23/2018, 4/23/2018, 4/26/2018,DE/234/40260,39-89843,CT-FDE:BLUE CORNFLOWER F29 SANS-NCS S2050-R90B @,TINT-BLUE CORNFLOWER F29 SANS-NCS S2050-R90B,402.48,407,6.48,0.99,21.71852068,0.956,764.8,800,21.72638839,0,21.5013,20.7704,16616.32,-90.02186444
40271, 4/23/2018, 4/23/2018, 4/26/2018,234/40271,43-405,REFILL (Z436) TPE YELLOW MID M11G,FTO REFILL-Z436 YELLOW MID M11G,306,300,0,1.02,21.35058082,0.998,349.3,350,21.07350902,0,21.7776,21.0314,7360.99,-14.1503268
40272, 4/23/2018, 4/23/2018, 4/26/2018,234/40272,43-202,TPE MCS55 SABS 682:SILVER YY,SILVER SANS 682,24.918,25,-0.332,1.01,26.61947454,0.956,23.9,25,24.97797741,0,26.8857,23.8789,596.97,4.085400112
40280, 4/24/2018, 4/24/2018, 4/26/2018,234/40280,43-401,REFILL (Z434) TPE PRIMROSE P32,FTO REFILL-Z434 PRIMROSE P32,25.5,25,0,1.02,24.43954794,1.001,25.025,25,24.77896903,0,24.9283,24.8037,620.09,1.862745098
40281, 4/24/2018, 4/24/2018, 4/26/2018,234/40281,39-910,VISCO ADJ-FDWE SPRAY 22S F4C:BLACK,BLACK SPRAY,108.66,119,-5.09,0.91,17.93065691,0.887,110.875,125,17.3088973,0,16.3169,15.353,1919.13,-2.038468618
40282, 4/25/2018, 4/25/2018, 4/26/2018,DE/234/40282,39-29949,CT-FDE:GREY LIGHT G29 SANS-NCS S4005-G20Y @Y,MTO TINT-GREY LIGHT G29 SANS-NCS S4005-G20Y,96.92,98,-2.08,0.99,26.14954565,0.945,94.5,100,22.96380178,0,25.8881,21.7008,2170.08,2.496904664
40283, 4/25/2018, 4/25/2018, 4/26/2018,AR/234/40283,39-2997,CT-FDE:GREY LIGHT ADM E46 SANS-NCS S2010-B70G @Y,TINT-GREY LIGHT ADM E46 SANS-NCS S2010-B70G,193.948,198,-2.052,0.98,24.91276532,0.98,196,200,19.16011311,0,24.4145,18.7769,3755.38,-1.058015551
40290, 4/25/2018, 4/25/2018, 4/26/2018,234/40290,43-1010,MOD-TPE+MZAP:WHITE @,MODIFY TPE-WHITE,417.6,394,-6.4,1.06,20.99602294,1.014,405.6,400,21.29290429,0,22.2558,21.591,8636.4,2.873563218
40005, 3/15/2018, 4/01/2018, 5/02/2018,LAB/235/40005,Z310,INT:FDE GREEN 7 LS35 BALLMILL 2  YY,GREEN 7,4.621,5,4.621,0.96,22.6232345,0.913,4.621,5,23.04235014,0,21.7183,21.0377,105.19,-3.84E-14
40168, 4/10/2018, 4/10/2018, 5/02/2018,234/40168,Z302,INT:FDE BLACK (28m 22v) S25/35 BALLMILL 5 @,BLACK (28m 22v),1776.04,1941,1776.04,0.915,18.4456084,0.891,1871.1,2100,17.88624734,0,16.8777,15.9366,33466.86,-5.352356929
40270, 4/23/2018, 4/23/2018, 5/02/2018,234/40270,60-901,REFILL (Z603) PU HB7:1 PART A&B:BLACK @,FTO REFILL-Z603 BLACK   10*5L OR 50*1L,459.675,446,1.325,1.03,35.44918804,0.976,444.08,455,34.70605189,0,36.5127,33.8731,15412.26,3.392614347
40274, 4/24/2018, 4/24/2018, 5/02/2018,234/40274,Z318,INT:FDE SCARLET SM LS25/35 BALLMILL 3 YY,SCARLET SM,888.07,862,888.07,1.03,24.82238966,0.975,877.5,900,24.7041584,0,25.5671,24.0866,21677.94,1.190221492
40284, 4/25/2018, 4/25/2018, 5/02/2018,DE/234/40284,12-384,CT-FPW15 PRIM SPRAY 22S F4C:BLUE NW @,TINT SPRAY 22S F4C-MATT BLUE NW,393.084,393,-6.916,1,16.73847382,0.963,577.8,600,15.63280971,0,16.7385,15.0544,9032.64,-46.99148274
40287, 4/25/2018, 4/25/2018, 5/02/2018,AR/234/40287,39-299215,CT-FDE:GREY DK AMKO @,MTO TINT-GREY DK AMKO,372.13,384,372.13,0.97,21.04999646,0.914,365.6,400,19.66493594,0,20.4185,17.9738,7189.52,1.75476312
40019, 3/19/2018, 5/01/2018, 5/03/2018,235/40019,Z442,INT:TPE GREEN 7 JARMILL @,GREEN 7,283.94,319,283.94,0.89,19.34941606,0.893,285.76,320,19.30071039,0,17.221,17.2355,5515.36,-0.640980489
40043, 3/19/2018, 4/01/2018, 5/03/2018,DE/234/40043,60-9983,CT-PU HB7:1 PART A&B:BLUE PEA F08 SANS-NCS S5040-B20G @,MTO TINT-BLUE PEACOCK F08 SANS:   10*5L OR 50*1L,263.94,249,-1.06,1.06,42.18121742,1.02,270.3,265,31.64503356,0,44.7121,32.2779,8553.64,-2.409638554
40113, 4/04/2018, 5/01/2018, 5/03/2018,235/40113,Z14-101,INT:EPS15 ETCH PRIMER 27m 14v:WHITE BALLMILL 1 YY,WHITE 27m 14v,259.791,265,259.791,0.98,16.62377248,0.923,406.12,440,16.4316275,0,16.2913,15.1664,6673.22,-56.32566178
40188, 4/12/2018, 5/01/2018, 5/03/2018,235/40188,71-101.,MARATHON ACRYLIC WHITE HI SPEED YY,MTO-WHITE,2136.87,1264,24.37,1.69,3.593327271,1.656,2202.48,1330,3.4597827,0,6.0727,5.7294,7620.1,-3.070378638
40212, 4/16/2018, 4/16/2018, 5/03/2018,234/40212,39-906,FDWE BLACK MATT 31m 19v S25 BALLMILL 5 @,BLACK MATT 31m 19v,553.9,548,-1.6,1.01,12.18969333,0.997,463.605,465,14.03939776,0,12.3116,13.9973,6508.74,16.301679
40222, 4/16/2018, 4/16/2018, 5/03/2018,AR/234/40222,31-51043,CT-SGE:GREEN PAN 375C @,MTO TINT-GREEN PAN 375C,241.164,236,-13.836,1.02,27.39667034,0.998,249.5,250,22.29328858,0,27.9446,22.2487,5562.18,-3.456568974
40233, 4/18/2018, 5/01/2018, 5/03/2018,235/40233,Z197,INT:TPE MZAP BASE:WHITE-BALLMILL 1 @,WHITE,250.916,187,250.916,1.34,23.15614614,1.303,247.57,190,23.05976734,0,31.0292,30.0469,5708.91,1.333514005
40261, 4/23/2018, 4/23/2018, 5/03/2018,DE/234/40261,49-911,HEAT RESISTANT RFU (MIX NL AL PASTE): CHARCOAL,MTO CHARCOAL 1*25L,27.575,25,0.325,1.09,75.88701964,1.184,29.6,25,68.26844848,0,82.7169,80.8298,2020.75,-7.343608341
40275, 4/24/2018, 5/01/2018, 5/03/2018,235/40275,Z309,INT:FDE MID YELLOW M11-G LS25/35 BALLMILL 6 YY,YELLOW MID M11-G,867.831,843,867.831,1.03,22.74909742,0.997,862.405,865,23.68875505,0,23.4316,23.6177,20429.31,0.625236941
40289, 4/25/2018, 4/25/2018, 5/03/2018,AR/234/40289,39-6512,CT-FDE:ORANGE LT B26 SANS-NCS S2070-Y50R @,TINT-ORANGE LT B26 SANS-NCS 2070-Y50R,1840.3,1770,-31.7,1.04,23.51634937,0.972,1764.18,1815,22.59953644,0,24.457,21.9667,39869.56,4.136282128
40241, 4/18/2018, 4/18/2018, 5/04/2018,DE/234/40241,31-5025,CT-SGE:GREEN EMERALD E14 SANS-NCS S4040-G @,TINT-GREEN EMERALD E14 SANS-NCS S4040-G,94.99,97,-3.01,0.98,22.0722206,0.946,94.6,100,18.91781647,0,21.6308,17.8963,1789.63,0.410569534
40324, 5/04/2018, 5/04/2018, 5/04/2018,235/40324,00-078,VAS: REPACK XYLENE,FTO CLEAR,4.35,5,0,0.87,12.52261307,0.869,4.345,5,12.47433832,0,10.8947,10.8402,54.2,0.114942529
40121, 4/04/2018, 4/04/2018, 5/07/2018,234/40121,Z307,INT:FDE BLUE 15.3 LS35 BALLMILL 4 YY,BLUE 15.3,697.68,727,697.68,0.96,22.2769721,0.92,736,800,21.0507428,0,21.3859,19.3667,15493.36,-5.492489393
40134, 4/05/2018, 4/05/2018, 5/07/2018,234/40134,Z448,INT:TPE BLACK BALLMILL 1 YY,BLACK,521.66,586,521.66,0.89,16.56726287,0.901,540.6,600,16.14704403,0,14.7449,14.5485,8729.1,-3.630717325
40135, 4/05/2018, 4/05/2018, 5/07/2018,234/40135,Z433,INT:TPE MAROON 6BM JARMILL @,MAROON 6BM,250.11,281,250.11,0.89,20.28786509,0.895,259.55,290,19.79333462,0,18.0562,17.715,5137.35,-3.774339291
40219, 5/02/2018, 5/02/2018, 5/07/2018,DE/235/40219,12-50113,CT-FPW15 PRIM:GREY PALE G62 SANS-NCS S1502-G @Y,MTO TINT-MATT GREY PALE G62 SANS-NCS S1502-G,203.961,198,-2.039,1.03,14.32728183,0.998,199.6,200,14.9255615,0,14.7571,14.8957,2979.14,2.138153863
40220, 4/16/2018, 5/01/2018, 5/07/2018,AR/235/40220,39-20120,FDE SILVER BOSAL LS25 SLOW-SP YY,MTO DIRECT-SILVER BOSAL,354.445,381,5.695,0.93,19.60317827,0.895,335.625,375,18.35610528,0,18.231,16.4287,6160.76,5.309709546
40263, 4/23/2018, 5/01/2018, 5/07/2018,235/40263,12-361,FPW15 MATT:REDOX 130 LS25 24m 14v BALLMILL 9 @,REDOX 130 24m 14v,2073.48,2073,3.48,1,12.0789052,0.973,2039.408,2096,11.9680981,0,12.0789,11.645,24407.92,1.64322781
40264, 4/23/2018, 4/23/2018, 5/07/2018,234/40264,Z322,INT:FDE BLUE UM LS35 BALLMILL 4 YY,BLUE UM,354.15,369,354.15,0.96,23.57058579,0.937,346.69,370,23.48112925,0,22.6278,22.0018,8140.67,2.106452068
40265, 4/23/2018, 4/23/2018, 5/07/2018,234/40265,Z309,INT:FDE MID YELLOW M11-G LS25/35 BALLMILL 6 YY,YELLOW MID M11-G,867.831,843,867.831,1.03,22.74909742,0.991,891.9,900,22.62797489,0,23.4316,22.4243,20181.87,-2.773466262
40266, 4/23/2018, 4/23/2018, 5/07/2018,234/40266,Z270,INT:HI/G ENAMEL L55 WHITE BALLMILL 8 @Y,WHITE,1661.15,1538,1661.15,1.08,17.81622842,1.056,1584,1500,18.41860164,0,19.2415,19.45,29175,4.644372874
40269, 4/23/2018, 4/23/2018, 5/07/2018,234/40269,Z026,INT:PVB SOLN FOR STD ETCH PRIMER-HI-SPEED YY,CLEAR,1401.95,1689,1401.95,0.83,13.41811499,0.831,1412.7,1700,12.85318185,0,11.137,10.681,18157.7,-0.766789115
40286, 4/25/2018, 4/25/2018, 5/07/2018,DE/234/40286,12-5782G,DG-ZPP15 MATT:GREY LT QDP3 PLA S25-3 POT HI-SP YY,FPW15 GREY LT QDP3 PLA,1710.361,1710,10.361,1,13.60649486,0.975,1560,1600,14.44970577,0,13.6065,14.0885,22541.6,8.791185019
40292, 5/02/2018, 5/02/2018, 5/07/2018,235/40292,Z306,INT:FDE TINT WHITE S25 BALLMILL 8 YY,TINT WHITE,1962.548,2023,1962.548,0.97,19.92858768,0.956,1912,2000,20.10715774,0,19.3307,19.2224,38444.8,2.575631271
40293, 5/02/2018, 5/02/2018, 5/07/2018,DE/235/40293,45-622,CT-FD HB AGRIP:BROWN PWD G18 PLA,MTO TINT-BROWN PWD G18 PLA,26.166,26,0.666,1.02,22.21471922,1.001,25.025,25,19.31430209,0,22.659,19.3336,483.34,4.360620653
40297, 5/02/2018, 5/02/2018, 5/07/2018,DE/235/40297,39-299118,CT-FDE SPRAY:GREY LIGHT G29 SANS-NCS S4005-G20Y YY,TINT SPRAY-GREY LIGHT G29 SANS-NCS S4005-G20Y,563.5,587,-12.5,0.96,19.38981361,0.942,753.6,800,15.63194021,0,18.6142,14.7253,11780.24,-33.73558119
40303, 5/02/2018, 5/02/2018, 5/07/2018,DE/235/40303,39-53019,CT-FDE:GREEN JD PRO @Y,TINT-GREEN JD PRO,24.525,25,-0.475,1,24.78744046,0.969,24.225,25,22.9306251,0,24.7874,22.2198,555.5,1.22324159
40307, 5/03/2018, 5/03/2018, 5/07/2018,235/40307,43-655,REFILL (Z440) TPE SCARLET SM,FTO REFILL-Z440 SCARLET SM,101,100,0,1.01,23.75821289,0.963,96.3,100,24.79314019,0,23.9958,23.8758,2387.58,4.653465347
40308, 5/03/2018, 5/03/2018, 5/07/2018,235/40308,43-502,REFILL (Z442) TPE GREEN 7,FTO REFILL-Z442 GREEN 7,91,100,0,0.91,19.44664931,0.899,89.9,100,19.58615573,0,17.6965,17.608,1760.8,1.208791209
40309, 5/03/2018, 5/03/2018, 5/07/2018,235/40309,39-911,VISCO ADJ-FDWE DIP 19S F4C:BLACK,BLACK DIP,903.6,993,-6.4,0.91,18.01390477,0.869,869,1000,18.8464869,0,16.3927,16.3776,16377.6,3.829127933
40325, 5/04/2018, 5/04/2018, 5/07/2018,235/40325,43-9012,MOD-TPE+MZAP:BLACK @,MODIFY TPE-BLACK,95,100,0,0.95,17.18903941,0.933,93.3,100,17.2397509,0,16.3296,16.0847,1608.47,1.789473684
40326, 5/04/2018, 5/04/2018, 5/07/2018,235/40326,43-101,REFILL (Z430) TPE WHITE,FTO REFILL-Z430 WHITE,1020,1000,0,1.02,20.52004329,0.999,999,1000,21.02913714,0,20.9304,21.0081,21008.1,2.058823529
40327, 5/04/2018, 5/04/2018, 5/07/2018,235/40327,43-805,REFILL (Z446) TPE BLUE 15:3,FTO REFILL-Z446 BLUE 15.3,136.5,150,0,0.91,17.9751912,0.886,132.9,150,18.36977765,0,16.3574,16.2756,2441.34,2.637362637
40331, 5/07/2018, 5/07/2018, 5/07/2018,235/40331,00-110,GP/QD THINNERS,CLEAR,2946.5,3550,0,0.83,12.18274112,0.809,2871.95,3550,12.31149567,0,10.1117,9.96,35358,2.530120482
40262, 4/23/2018, 4/23/2018, 5/08/2018,234/40262,Z302,INT:FDE BLACK (28m 22v) S25/35 BALLMILL 5 @,BLACK (28m 22v),1784.7,1950,1784.7,0.915,18.4456084,0.894,1788,2000,18.2371064,0,16.8777,16.304,32608,-0.184905026
40310, 5/03/2018, 5/03/2018, 5/08/2018,DE/235/40310,39-898198,CT-FDE:BLUE LIGHT COPPER @,MTO TINT-BLUE LIGHT COPPER,48.08,49,-1.42,0.99,25.77855974,0.944,47.2,50,22.32032373,0,25.5208,21.0704,1053.52,1.830282862
40318, 5/03/2018, 5/03/2018, 5/08/2018,235/40318,Z309,INT:FDE MID YELLOW M11-G LS25/35 BALLMILL 6 YY,YELLOW MID M11-G,867.831,843,867.831,1.03,22.74909742,0.966,821.1,850,23.32249519,0,23.4316,22.5295,19150.08,5.384804184
40330, 5/04/2018, 5/04/2018, 5/08/2018,AR/235/40330,39-6512,CT-FDE:ORANGE LT B26 SANS-NCS S2070-Y50R @,TINT-ORANGE LT B26 SANS-NCS 2070-Y50R,1840.3,1770,-31.7,1.04,23.51634937,0.974,1753.2,1800,22.7335817,0,24.457,22.1425,39856.5,4.73292398
40347, 5/08/2018, 5/08/2018, 5/08/2018,235/40347,00-078,VAS: REPACK XYLENE,FTO CLEAR,43.5,50,0,0.87,12.52261307,0.869,43.45,50,12.47433832,0,10.8947,10.8402,542.01,0.114942529
40131, 4/05/2018, 4/05/2018, 5/09/2018,DE/234/40131,39-507,DG+CT-FDE DIP:GREEN MOSS RAL6005 IS227+LS25+50-BALLMILL 7 @,TINT GREEN MOSS RAL6005+IS227,1995.595,2193,-6.405,0.91,18.05411421,0.89,1958,2200,17.54624851,0,16.4292,15.6162,34355.64,1.883899288
40228, 4/17/2018, 4/17/2018, 5/09/2018,AR/234/40228,ZY001C,CT-UPW35 BRUSHING PRIMER 50m 29v LS55 SLUDGE+REDOX=HI-SPEED,CT-GREY BROWN + REDOX 50m 29v,1828.77,1693,3.57,1.08,12.72781761,1.035,1878.525,1815,12.79239367,0,13.746,13.2401,24030.78,-2.720681114
40306, 5/03/2018, 5/03/2018, 5/09/2018,235/40306,43-610,REFILL (Z438) TPE REDOX 130,FTO REFILL-Z438 REDOX 130,23.75,25,0,0.95,16.11560442,0.951,23.775,25,16.0181388,0,15.3098,15.2333,380.83,-0.105263158
40329, 5/04/2018, 5/04/2018, 5/09/2018,235/40329,39-602,REFILL (Z304) FDE MAROON 6BM,FTO REFILL-Z304 RED 6BM,47.5,50,0,0.95,23.86883883,0.917,45.85,50,24.35688113,0,22.6754,22.3353,1116.77,3.473684211
40333, 5/07/2018, 5/07/2018, 5/09/2018,DE/235/40333,43-10104,CT-TPE+MZAP: GREY RENTAL @,MTO TINT - GREY RENTAL,511.4,492,-8.6,1.04,23.41834433,1.001,575.575,575,19.85982889,0,24.3551,19.8797,11430.83,-12.54888541
40335, 5/07/2018, 5/07/2018, 5/09/2018,DE/235/40335,39-299215,CT-FDE:GREY DK AMKO @,MTO TINT-GREY DK AMKO,372.13,384,-15.87,0.97,21.04999646,0.922,368.8,400,19.23383221,0,20.4185,17.7336,7093.44,0.894848574
40336, 5/07/2018, 5/07/2018, 5/09/2018,DE/235/40336,31-602,CT-SGE:RED SIGNAL A11 SANS-NCS S1580-Y90R @,MTO TINT-RED SIGNAL A11 SANS-NCS S1580-Y90R,24.81,24,-0.94,1.03,27.27856361,0.976,24.4,25,23.59833197,0,28.0969,23.032,575.8,1.652559452
40356, 5/09/2018, 5/09/2018, 5/09/2018,235/40356,VP-850,VAS: BLUE 15.3 PHTHALO - 25 KG,BLUE 15.3,25,16,0,1.6,83,1.6,25,16,83,0,132.8,132.8,2124.8,0
40358, 5/09/2018, 5/09/2018, 5/09/2018,235/40358,VP-120,VAS: TIO2 - 25 KG,WHITE,125.001,31,0.001,4.05006,42.2,4.05006,125,31,42.2003376,0,170.9125,170.9139,5298.33,0.000799994
40003, 3/15/2018, 5/01/2018, 5/10/2018,LAB/235/40003,Z318,INT:FDE SCARLET SM LS25/35 BALLMILL 3 YY,SCARLET SM,4.44,4,4.44,1.03,24.82238966,1.001,4.438,4,25.14446598,0,25.5671,25.1696,100.68,0.045045045
40179, 4/11/2018, 5/01/2018, 5/10/2018,235/40179,33-101,EGGSHELL ENAMEL L1055 WHITE-BALLMILL 8 @,WHITE,581.32,505,581.32,1.15,15.78906343,1.318,711.72,540,14.0413598,0,18.1574,18.5065,9993.51,-22.43170715
40190, 4/12/2018, 5/01/2018, 5/10/2018,235/40190,45-9012,ADJ GLOSS-FD HB AGRIP MATT ULTRA:BLACK HI-SP @,ADJ GLOSS-FD HB AGRIP MATT ULTRA-BLACK,383.764,349,-1.236,1.1,17.78295242,1.112,378.08,340,15.86142081,0,19.5612,17.6379,5996.89,1.481118604
40195, 4/12/2018, 5/01/2018, 5/10/2018,AR/235/40195,14-104,CT-EPS15 ETCH PRIMER:BEIGE HW @,MTO TINT-BEIGE HW,23.41,24,-1.34,0.99,20.46114692,0.924,23.1,25,17.20110741,0,20.2565,15.8938,397.35,1.324220419
40267, 4/23/2018, 5/01/2018, 5/10/2018,235/40267,Z304,INT:FDE MAROON 6BM LS35 BALLMILL 1 YY,MAROON 6BM,356.344,371,356.344,0.96,23.51080625,0.91,364,400,23.96603269,0,22.5704,21.8091,8723.64,-2.148485733
40276, 4/24/2018, 5/01/2018, 5/10/2018,235/40276,Z309,INT:FDE MID YELLOW M11-G LS25/35 BALLMILL 6 YY,YELLOW MID M11-G,867.831,843,867.831,1.03,22.74909742,0.996,996,1000,20.90652691,0,23.4316,20.8229,20822.9,-14.76888933
40278, 4/24/2018, 5/01/2018, 5/10/2018,235/40278,Z14-901,INT:EPS15 ETCH PRIMER:BLACK 18m 12v-BALL MILL 5 @,BLACK 18m 12v,681.899,758,681.899,0.9,14.27501704,0.863,690.4,800,14.41132097,0,12.8475,12.437,9949.6,-1.246665562
40316, 5/03/2018, 5/03/2018, 5/10/2018,235/40316,Z436,INT:TPE YELLOW MID BALLMILL 6 YY,YELLOW MID,691.962,699,691.962,0.99,21.24382791,0.99,693,700,21.10254257,0,21.0314,20.8915,14624.05,-0.150008237
40320, 5/03/2018, 5/03/2018, 5/10/2018,235/40320,39-001,FDE:CLEAR LS25 HI-SPEED YY,CLEAR,198.623,226,5.023,0.88,16.63321894,0.865,173,200,18.33844046,0,14.6372,15.8628,3172.56,12.90031869
40323, 5/04/2018, 5/04/2018, 5/10/2018,235/40323,33-101,EGGSHELL ENAMEL L1055 WHITE-BALLMILL 8 @,WHITE,484.434,421,484.434,1.15,15.78906343,1.318,483.393634,367,14.82004829,0,18.1574,19.5328,7168.54,0.21475908
40337, 5/07/2018, 5/07/2018, 5/10/2018,DE/235/40337,43-9558,CT-FLOOR:GREEN WIDNEY IHS @,MTO TINT-GREEN WIDNEY IHS,33.012,34,-1.288,0.98,25.39058162,0.943,33.005,35,21.41696404,0,24.8828,20.1962,706.87,0.021204411
40343, 5/08/2018, 5/08/2018, 5/10/2018,235/40343,39-901,REFILL (Z302) FDE BLACK,FTO REFILL-Z302 BLACK,1917.6,2040,0,0.94,18.5382999,0.894,1788,2000,19.78259651,0,17.426,17.6856,35371.2,6.75844806
40345, 5/08/2018, 5/08/2018, 5/10/2018,235/40345,40-900,QD SPRAY SK120 BRIGHT ALUMINIUM-SLOW SPEED 3 POT YY,BRIGHT ALUMINIUM-SPRAY,1367,1502,-89,0.91,15.30629944,0.856,1369.6,1600,14.81892523,0,13.9287,12.685,20296,-0.190197513
40354, 5/08/2018, 5/08/2018, 5/10/2018,235/40354,14-901,REFILL (Z14-901) EPS15 ETCH PRIMER:BLACK,BLACK,705.25,775,0,0.91,14.34675079,0.863,651.565,755,15.45117333,0,13.0555,13.3344,10067.47,7.612194257
40361, 5/09/2018, 5/09/2018, 5/10/2018,235/40361,00-150,REFILL (Z001) FDE THINNERS,FTO REFILL-Z001 CLEAR,1230,1500,0,0.82,10.45049539,0.81,1012.5,1250,10.52657284,0,8.5694,8.5265,10658.13,17.68292683
40229, 4/17/2018, 5/01/2018, 5/11/2018,235/40229,Z441,INT:TPE GREEN IG227 BALLMILL 2 @,GREEN IG227,920.118,979,920.118,0.94,18.85251248,0.958,958,1000,18.62796785,0,17.7214,17.8456,17845.6,-4.117080635
40231, 4/18/2018, 5/01/2018, 5/11/2018,235/40231,49-901,HEAT-RESISTANT420 RFU:BLACK JARMILL @,BLACK,57.443,50,-0.057,1.15,76.47931378,1.081,54.05,50,78.56745606,0,87.9512,84.9314,4246.57,5.906724927
40232, 4/18/2018, 5/01/2018, 5/11/2018,AR/235/40232,ZY003,FPPW15 PRIMER RFU LS55 SLUDGE IVORY=HI-SPEED,RFU IVORY,1741.302,1707,7.302,1.02,13.85370975,0.969,1671.525,1725,14.68219446,0,14.1308,14.227,24541.58,4.007173942
40252, 4/20/2018, 5/01/2018, 5/11/2018,235/40252,00-900,PAINT REMOVER STANDARD,MILKY,139.859,120,-0.541,1.17,11.61232888,1.16,133.4,115,11.32235757,0,13.5864,13.1339,1510.4,4.618222639
40288, 4/25/2018, 5/01/2018, 5/11/2018,DE/235/40288,39-89843,CT-FDE:BLUE CORNFLOWER F29 SANS-NCS S2050-R90B @,TINT-BLUE CORNFLOWER F29 SANS-NCS S2050-R90B,774,782,-18,0.99,21.71852068,0.938,750.4,800,18.27012838,0,21.5013,17.1374,13709.92,3.049095607
40360, 5/09/2018, 5/09/2018, 5/11/2018,DE/235/40360,12-50113,CT-FPW15 PRIM:GREY PALE G62 SANS-NCS S1502-G @Y,MTO TINT-MATT GREY PALE G62 SANS-NCS S1502-G,206,200,0,1.03,14.32728183,0.996,199.2,200,13.95608333,0,14.7571,13.9003,2780.06,3.300970874
40362, 5/09/2018, 5/09/2018, 5/11/2018,DE/235/40362,39-29911,CT-FDE:GREY TRICOR @YY,TINT-GREY TRICOR,46.328,47,-3.172,0.99,20.23484147,0.94,47,50,19.36524032,0,20.0325,18.2033,910.17,-1.450526679
40363, 5/10/2018, 5/10/2018, 5/11/2018,AR/235/40363,39-8989,CT-FDE:BLUE MIDNIGHT PLA G16 Y,TINT-BLUE MIDNIGHT PLA G16,48.184,49,-1.316,0.99,26.73519018,0.928,46.4,50,21.77238414,0,26.4678,20.2048,1010.24,3.70247385
40368, 5/11/2018, 5/11/2018, 5/11/2018,235/40368,VP-120,VAS: TIO2 - 25 KG,WHITE,149.998,37,-0.002,4.05006,42.2,4.05006,150,37,42.19943733,0,170.9125,170.9103,6323.68,-0.001333351
